annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien_estime,annee_publication,mois_publication,trimestre_publication,nom_mois_publication,categorie_surface,categorie_prix,segment_marche
ANO000381,2024-09-26,Terrain à vente - Rabat,rabat,inconnu,terrain,vente,710730.95,465.08,0,0,0,1997,1528.1907413778274,29,2024,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO000205,2024-11-06,Villa 159m² Kenitra,kenitra,inconnu,villa,location,9359.94,159.96,3,2,0,2024,58.514253563390845,2,2024,11,4,November,Grand (> 150 m²),Economy,Market Standard
ANO000651,2023-04-10,Appartement à vente - Casablanca,casablanca,non spécifié,appartement,vente,337236.1,116.55,4,2,2,2004,2893.488631488631,22,2023,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO000508,2024-07-13,Appartement moderne Tanger,tanger,iberia,appartement,vente,619851.72,79.34,2,2,1,2002,7812.600453743382,24,2024,7,3,July,Petit (< 80 m²),High standard,Market Standard
ANO000852,2023-11-09,Appartement moderne Fès,fès,inconnu,appartement,vente,596753.7,63.29,4,3,1,2008,9428.878179807236,18,2023,11,4,November,Petit (< 80 m²),High standard,Market Standard
ANO000436,2024-03-10,Beau Appartement Kenitra,kenitra,centre,appartement,vente,1640612.81,85.7,2,1,4,2009,19143.67339556593,17,2024,3,1,March,Moyen (80-150 m²),Luxury,Market Standard
ANO000213,2024-01-22,Terrain à location - Tétouan,tétouan,centre,terrain,location,4187.8,308.8,0,0,0,1999,13.561528497409327,27,2024,1,1,January,Grand (> 150 m²),Economy,Market Standard
ANO001481,2024-09-29,Villa 267m² Talborjt,agadir,talborjt,villa,location,6086.13,267.85,5,2,0,2014,22.72215792421131,12,2024,9,3,September,Grand (> 150 m²),Economy,Market Standard
ANO001455,2024-11-16,Appartement 114m² Targa,marrakech,targa,appartement,vente,2110640.31,114.89,3,2,0,2005,18370.966228566456,21,2024,11,4,November,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000094,2023-06-11,Appartement à vente - Meknès,meknès,ville nouvelle,appartement,vente,1845874.56,87.84,4,2,2,2015,21014.054644808744,11,2023,6,2,June,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001410,2024-11-21,Beau Villa Tanger,tanger,iberia,villa,vente,6629558.41,272.13,4,3,0,2010,24361.733032006763,16,2024,11,4,November,Grand (> 150 m²),Luxury,Market Standard
ANO000870,2023-01-02,Bureau à vente - Tétouan,tétouan,m'diq,bureau,vente,317773.58,155.88,0,0,1,2020,2038.578265332307,6,2023,1,1,January,Grand (> 150 m²),Economy,Market Standard
ANO000684,2023-05-02,Appartement à vente - Meknès,meknès,inconnu,appartement,vente,568622.88,105.63,2,2,3,2003,5383.157057654076,23,2023,5,2,May,Moyen (80-150 m²),High standard,Market Standard
ANO001028,2023-03-16,Villa 92m² Centre,agadir,centre,villa,vente,2270179.93,92.63,4,3,0,2001,24508.04199503401,25,2023,3,1,March,Moyen (80-150 m²),High standard,Market Standard
ANO000648,2023-07-31,Appartement 91m² Hamria,meknès,hamria,appartement,location,2012.01,91.73,3,2,1,2007,21.934045568516296,19,2023,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000948,2023-10-12,Villa à vente - Tétouan,tétouan,centre,villa,vente,1441678.73,368.15,4,3,0,2000,3916.0090452261306,26,2023,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO000715,2024-06-23,Beau Villa Marrakech,marrakech,inconnu,villa,vente,2286670.83,269.52,3,2,0,2008,8484.234305431879,18,2024,6,2,June,Grand (> 150 m²),High standard,Market Standard
ANO001134,2024-09-02,Appartement moderne Casablanca,casablanca,maarif,appartement,vente,501472.31,97.29,2,1,2,2008,5154.4075444547225,18,2024,9,3,September,Moyen (80-150 m²),High standard,Market Standard
ANO001077,2024-04-07,Appartement moderne Oujda,oujda,hay qods,appartement,location,2574.09,84.02,2,2,5,2006,30.636634134729828,20,2024,4,2,April,Moyen (80-150 m²),Economy,Market Standard
ANO000291,2023-02-08,Beau Villa Tétouan,tétouan,m'diq,villa,vente,5734579.16,186.14,4,2,0,2010,30807.8820242828,16,2023,2,1,February,Grand (> 150 m²),Luxury,Market Standard
ANO000702,2024-09-21,Bureau moderne Meknès,meknès,hamria,bureau,vente,1650173.91,72.42,0,0,7,2023,22786.1628003314,3,2024,9,3,September,Petit (< 80 m²),Luxury,Market Standard
ANO000499,2024-12-13,Appartement 135m² Meknès,meknès,inconnu,appartement,location,2940.21,135.15,3,2,9,2024,21.755160932297446,2,2024,12,4,December,Moyen (80-150 m²),Economy,Market Standard
ANO001377,2023-10-07,Bureau à vente - Marrakech,marrakech,medina,bureau,vente,905919.59,186.25,0,0,5,2008,4863.997798657718,18,2023,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO000228,2023-12-05,Appartement 71m² Hassan,rabat,hassan,appartement,location,1658.06,71.89,3,1,0,1998,23.063847544860202,28,2023,12,4,December,Petit (< 80 m²),Economy,Market Standard
ANO000854,2023-12-03,Appartement à vente - Tanger,tanger,centre ville,appartement,vente,2369708.06,59.65,2,2,0,2010,39726.8744341995,16,2023,12,4,December,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001260,2024-08-15,Appartement moderne Rabat,rabat,hassan,appartement,vente,402586.74,33.11,2,2,3,1998,12159.067955300514,28,2024,8,3,August,Petit (< 80 m²),Medium,Market Standard
ANO000003,2024-12-22,Beau Duplex Rabat,rabat,hay riad,duplex,location,10990.11,188.37,3,1,5,1992,58.34320751712056,34,2024,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO000223,2024-11-01,Villa moderne Meknès,meknès,hamria,villa,vente,2072511.39,370.32,3,2,0,1988,5596.541882696047,38,2024,11,4,November,Grand (> 150 m²),Medium,Market Standard
ANO001160,2023-07-21,Appartement à location - Kenitra,kenitra,hay essalam,appartement,location,1189.29,113.84,2,1,2,2021,10.4470309205903,5,2023,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000712,2024-01-12,Bureau à location - Casablanca,casablanca,ain diab,bureau,location,5746.9,105.84,0,0,8,1991,54.2979969765684,35,2024,1,1,January,Moyen (80-150 m²),Economy,Market Standard
ANO000019,2024-07-03,Beau Bureau Fès,fès,ville nouvelle,bureau,vente,1612399.81,157.25,0,0,6,1987,10253.734880763117,39,2024,7,3,July,Grand (> 150 m²),Luxury,Market Standard
ANO000253,2024-07-13,Appartement à vente - Marrakech,marrakech,medina,appartement,vente,609198.15,89.62,2,1,4,2003,6797.5691809863865,23,2024,7,3,July,Moyen (80-150 m²),High standard,Market Standard
ANO001305,2024-01-26,Appartement 12m² Medina,marrakech,medina,appartement,location,9615.15,12.0,1,1,2,1998,801.2624999999999,28,2024,1,1,January,Petit (< 80 m²),Medium,Exception (Luxury/Grand)
ANO001234,2024-06-10,Villa 335m² Iberia,tanger,iberia,villa,location,8354.56,335.21,6,4,0,2021,24.923361474896332,5,2024,6,2,June,Grand (> 150 m²),Economy,Market Standard
ANO001418,2023-08-12,Appartement à vente - Kenitra,kenitra,hay essalam,appartement,vente,2084267.39,90.24,4,1,1,2001,23096.93472960993,25,2023,8,3,August,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001420,2023-05-17,Villa 242m² Maarif,casablanca,maarif,villa,vente,2912247.91,242.66,5,3,0,1986,12001.351314596555,40,2023,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO001055,2023-10-22,Appartement 67m² Hassan,rabat,hassan,appartement,vente,494909.16,67.63,4,2,2,1982,7317.8938340972945,44,2023,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO001334,2023-10-02,Villa moderne Kenitra,kenitra,centre,villa,location,120.0,180.92,5,3,0,2009,0.6632765863365023,17,2023,10,4,October,Grand (> 150 m²),Economy,Market Standard
ANO000418,2024-05-24,Duplex 50m² Rabat,rabat,inconnu,duplex,location,9200.47,50.31,4,2,5,2005,182.87557145696678,21,2024,5,2,May,Petit (< 80 m²),Medium,Market Standard
ANO001294,2024-08-11,Bureau 132m² Medina,marrakech,medina,bureau,vente,1121487.74,132.07,0,0,6,2011,8491.616112667525,15,2024,8,3,August,Moyen (80-150 m²),High standard,Market Standard
ANO000239,2024-12-20,Villa moderne Tétouan,tétouan,centre,villa,vente,5943547.95,338.26,3,2,0,2010,17570.945278779636,16,2024,12,4,December,Grand (> 150 m²),Luxury,Market Standard
ANO000020,2024-12-26,Villa à location - Meknès,meknès,inconnu,villa,location,22144.73,276.5,5,3,0,2017,80.08943942133816,9,2024,12,4,December,Grand (> 150 m²),Economy,Market Standard
ANO001298,2024-08-14,Beau Terrain Kenitra,kenitra,inconnu,terrain,vente,974771.4,204.01,0,0,0,1994,4778.056957992256,32,2024,8,3,August,Grand (> 150 m²),Luxury,Market Standard
ANO001309,2023-12-22,Villa à vente - Meknès,meknès,inconnu,villa,vente,2068670.24,223.09,5,2,0,2017,9272.80577345466,9,2023,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO001277,2023-06-17,Terrain à location - Kenitra,kenitra,inconnu,terrain,location,4618.27,357.71,0,0,0,2008,12.910653881635964,18,2023,6,2,June,Grand (> 150 m²),Economy,Market Standard
ANO001355,2024-12-26,Villa moderne Casablanca,casablanca,inconnu,villa,location,18294.54,2500.0,5,3,0,1985,7.3178160000000005,41,2024,12,4,December,Grand (> 150 m²),Economy,Exception (Luxury/Grand)
ANO000450,2023-05-17,Appartement à vente - Meknès,meknès,ville nouvelle,appartement,vente,2373727.96,50.83,4,2,2,2008,46699.34999016329,18,2023,5,2,May,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000464,2024-08-06,Beau Appartement Tétouan,tétouan,centre,appartement,vente,459589.86,96.5,4,3,3,2004,4762.5892227979275,22,2024,8,3,August,Moyen (80-150 m²),Medium,Market Standard
ANO000270,2023-04-22,Appartement 116m² M'diq,tétouan,m'diq,appartement,vente,492550.17,116.39,2,1,4,2002,4231.894234899905,24,2023,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO000843,2023-05-08,Appartement à location - Tétouan,tétouan,inconnu,appartement,location,8672.15,100.17,4,2,1,2024,86.57432364979535,2,2023,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000943,2024-11-11,Appartement moderne Tétouan,tétouan,m'diq,appartement,vente,2498756.69,83.45,2,1,0,2017,29943.159856201317,9,2024,11,4,November,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000138,2023-09-23,Villa moderne Marrakech,marrakech,medina,villa,vente,4313036.86,127.27,4,2,0,2008,33888.87294727744,18,2023,9,3,September,Moyen (80-150 m²),Luxury,Market Standard
ANO000382,2024-09-27,Beau Terrain Oujda,oujda,centre,terrain,vente,837672.94,279.23,0,0,0,2010,2999.9389034129567,16,2024,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO001477,2023-09-11,Beau Appartement Fès,fès,ville nouvelle,appartement,location,8163.98,72.93,3,1,1,1973,111.94268476621416,53,2023,9,3,September,Petit (< 80 m²),Economy,Market Standard
ANO000439,2024-02-16,Appartement moderne Fès,fès,inconnu,appartement,vente,2004141.05,52.2,1,1,1,1984,38393.50670498084,42,2024,2,1,February,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000330,2024-05-27,Beau Bureau Rabat,rabat,ocean,bureau,location,6203.78,111.16,0,0,1,2000,55.8094638359122,26,2024,5,2,May,Moyen (80-150 m²),Economy,Market Standard
ANO000105,2023-03-01,Villa 315m² Hay Essalam,kenitra,hay essalam,villa,vente,2612708.17,315.08,4,3,0,2020,8292.205693792053,6,2023,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO001180,2024-07-17,Appartement à vente - Casablanca,casablanca,californie,appartement,vente,452511.72,83.77,3,1,2,1997,5401.835024471768,29,2024,7,3,July,Moyen (80-150 m²),Medium,Market Standard
ANO000378,2023-11-20,Beau Appartement Casablanca,casablanca,hay mohammadi,appartement,vente,600630.49,125.34,2,1,0,2006,4792.009653741822,20,2023,11,4,November,Moyen (80-150 m²),High standard,Market Standard
ANO000680,2024-07-18,Appartement moderne Kenitra,kenitra,inconnu,appartement,vente,488924.36,84.36,2,2,3,1995,5795.689426268374,31,2024,7,3,July,Moyen (80-150 m²),Medium,Market Standard
ANO000950,2024-11-06,Appartement 69m² Centre,tétouan,centre,appartement,vente,449528.51,69.8,2,1,0,2005,6440.2365329512895,21,2024,11,4,November,Petit (< 80 m²),Medium,Market Standard
ANO001120,2024-03-17,Villa à vente - Agadir,agadir,inconnu,villa,vente,2806898.86,286.65,3,2,0,2002,9792.076957962672,24,2024,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO001254,2023-03-24,Appartement moderne Tétouan,tétouan,inconnu,appartement,vente,547326.52,93.05,2,1,3,2009,5882.068995163891,17,2023,3,1,March,Moyen (80-150 m²),High standard,Market Standard
ANO001136,2023-08-12,Villa 304m² Hay Riad,rabat,hay riad,villa,vente,2201630.87,304.57,4,3,0,2001,7228.653084676758,25,2023,8,3,August,Grand (> 150 m²),Medium,Market Standard
ANO000827,2023-03-11,Beau Villa Tétouan,tétouan,inconnu,villa,vente,1530697.1,305.43,3,1,0,2005,5011.613462986609,21,2023,3,1,March,Grand (> 150 m²),Medium,Market Standard
ANO000456,2024-03-14,Beau Villa Kenitra,kenitra,centre,villa,vente,5762205.64,247.82,4,2,0,2002,23251.57630538294,24,2024,3,1,March,Grand (> 150 m²),Luxury,Market Standard
ANO000482,2023-03-17,Appartement à vente - Oujda,oujda,centre,appartement,vente,1481267.22,94.99,2,1,3,2004,15593.927992420255,22,2023,3,1,March,Moyen (80-150 m²),Luxury,Market Standard
ANO000694,2024-10-18,Appartement moderne Casablanca,casablanca,inconnu,appartement,vente,1819924.29,85.01,3,2,2,2009,21408.355369956476,17,2024,10,4,October,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000085,2023-11-23,Terrain moderne Fès,fès,medina,terrain,vente,1436646.86,423.9,0,0,0,1977,3389.1173861759853,49,2023,11,4,November,Grand (> 150 m²),Luxury,Market Standard
ANO001491,2023-01-10,Appartement moderne Casablanca,casablanca,ain diab,appartement,vente,588782.26,117.1,2,2,1,2019,5028.029547395389,7,2023,1,1,January,Moyen (80-150 m²),High standard,Market Standard
ANO000973,2024-12-28,Appartement à vente - Tétouan,tétouan,inconnu,appartement,vente,528932.33,101.72,1,1,4,2011,5199.885273299253,15,2024,12,4,December,Moyen (80-150 m²),High standard,Market Standard
ANO001412,2023-11-21,Terrain à vente - Tétouan,tétouan,m'diq,terrain,vente,45000.0,112.44,0,0,0,2000,400.213447171825,26,2023,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO000668,2023-01-12,Appartement 65m² Hay Mohammadi,agadir,hay mohammadi,appartement,vente,532657.76,65.19,3,2,3,2007,8170.850743979138,19,2023,1,1,January,Petit (< 80 m²),High standard,Market Standard
ANO000144,2024-12-22,Appartement moderne Tétouan,tétouan,centre,appartement,vente,338951.26,55.42,2,1,3,2011,6116.045831829664,15,2024,12,4,December,Petit (< 80 m²),Medium,Market Standard
ANO000729,2023-10-23,Appartement à vente - Agadir,agadir,talborjt,appartement,vente,284576.57,123.34,1,1,8,1998,2307.2528782227987,28,2023,10,4,October,Moyen (80-150 m²),Medium,Market Standard
ANO000525,2024-08-05,Appartement à vente - Fès,fès,medina,appartement,vente,585226.95,51.09,3,2,0,2006,11454.823840281853,20,2024,8,3,August,Petit (< 80 m²),High standard,Market Standard
ANO001071,2023-02-25,Villa moderne Tétouan,tétouan,m'diq,villa,vente,7775240.5,155.76,4,2,0,2023,49918.08230611197,3,2023,2,1,February,Grand (> 150 m²),Luxury,Market Standard
ANO000023,2024-12-05,Terrain 420m² Ain Diab,casablanca,ain diab,terrain,vente,778396.96,420.42,0,0,0,2005,1851.4746206174775,21,2024,12,4,December,Grand (> 150 m²),High standard,Market Standard
ANO000681,2024-07-06,Villa 217m² Medina,marrakech,medina,villa,location,19831.72,217.26,5,2,0,2005,91.281045751634,21,2024,7,3,July,Grand (> 150 m²),Economy,Market Standard
ANO000159,2024-11-24,Bureau moderne Tétouan,tétouan,centre,bureau,vente,1857987.09,110.04,0,0,1,2014,16884.65185387132,12,2024,11,4,November,Moyen (80-150 m²),Luxury,Market Standard
ANO001369,2024-09-07,Beau Appartement Rabat,rabat,hay riad,appartement,vente,542483.25,91.08,3,1,0,1998,5956.118247694335,28,2024,9,3,September,Moyen (80-150 m²),High standard,Market Standard
ANO000568,2023-12-22,Appartement 100m² Oujda,oujda,inconnu,appartement,location,2434.81,100.87,25,13,6,2018,24.138098542678694,8,2023,12,4,December,Moyen (80-150 m²),Economy,Market Standard
ANO001152,2023-05-27,Appartement 15m² Meknès,meknès,inconnu,appartement,location,7103.03,15.0,3,2,0,2024,473.5353333333333,2,2023,5,2,May,Petit (< 80 m²),Economy,Exception (Luxury/Grand)
ANO001099,2023-04-25,Duplex moderne Tétouan,tétouan,centre,duplex,vente,1075787.01,96.23,2,2,5,2008,11179.330873947833,18,2023,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO001128,2024-12-17,Terrain à vente - Casablanca,casablanca,bourgogne,terrain,vente,1157164.58,325.51,0,0,0,2015,3554.9278977604376,11,2024,12,4,December,Grand (> 150 m²),Luxury,Market Standard
ANO001177,2024-06-22,Appartement à vente - Tanger,tanger,iberia,appartement,vente,330198.13,58.72,2,2,6,2021,5623.2651566757495,5,2024,6,2,June,Petit (< 80 m²),Medium,Market Standard
ANO000477,2023-05-08,Beau Appartement Fès,fès,inconnu,appartement,location,7645.99,2500.0,3,2,5,2000,3.058396,26,2023,5,2,May,Grand (> 150 m²),Economy,Exception (Luxury/Grand)
ANO000753,2024-08-17,Bureau à location - Marrakech,marrakech,inconnu,bureau,location,6219.02,103.17,0,0,8,1989,60.2793447707667,37,2024,8,3,August,Moyen (80-150 m²),Economy,Market Standard
ANO001203,2024-10-15,Beau Appartement Rabat,rabat,souissi,appartement,vente,456417.65,112.05,2,1,2,1979,4073.3391343150383,47,2024,10,4,October,Moyen (80-150 m²),Medium,Market Standard
ANO000509,2024-11-03,Duplex moderne Tétouan,tétouan,m'diq,duplex,vente,1576675.93,204.44,4,2,5,2024,7712.16948738016,2,2024,11,4,November,Grand (> 150 m²),High standard,Market Standard
ANO000275,2024-09-16,Villa à location - Rabat,rabat,inconnu,villa,location,13397.8,220.97,4,3,0,1993,60.631759967416386,33,2024,9,3,September,Grand (> 150 m²),Economy,Market Standard
ANO000145,2023-08-16,Appartement moderne Marrakech,marrakech,targa,appartement,vente,517671.18,102.94,3,1,0,2010,5028.863221293957,16,2023,8,3,August,Moyen (80-150 m²),High standard,Market Standard
ANO001383,2024-05-05,Beau Terrain Marrakech,marrakech,hivernage,terrain,location,3666.05,288.62,0,0,0,2005,12.701995703693438,21,2024,5,2,May,Grand (> 150 m²),Economy,Market Standard
ANO000602,2023-07-25,Bureau à vente - Tétouan,tétouan,inconnu,bureau,vente,594514.24,47.87,0,0,0,1997,12419.349070398997,29,2023,7,3,July,Petit (< 80 m²),Medium,Market Standard
ANO000708,2023-01-01,Villa moderne Agadir,agadir,inconnu,villa,vente,2592302.14,248.46,6,4,0,2007,10433.478789342349,19,2023,1,1,January,Grand (> 150 m²),High standard,Market Standard
ANO001350,2024-08-31,Terrain à location - Tétouan,tétouan,m'diq,terrain,location,6577.59,287.48,0,0,0,2013,22.880165576735774,13,2024,8,3,August,Grand (> 150 m²),Medium,Market Standard
ANO000445,2024-11-16,Appartement à location - Casablanca,casablanca,bourgogne,appartement,location,2097.55,122.27,2,1,3,2002,17.15506665576184,24,2024,11,4,November,Moyen (80-150 m²),Economy,Market Standard
ANO001092,2023-07-28,Appartement moderne Tanger,tanger,inconnu,appartement,vente,636536.24,62.09,3,1,1,2020,10251.8318569818,6,2023,7,3,July,Petit (< 80 m²),High standard,Market Standard
ANO000759,2023-02-18,Beau Terrain Rabat,rabat,hay riad,terrain,vente,473826.22,169.7,25,0,0,2010,2792.1403653506186,16,2023,2,1,February,Grand (> 150 m²),Medium,Market Standard
ANO001139,2023-08-26,Duplex 142m² Ville Nouvelle,meknès,ville nouvelle,duplex,location,5879.72,142.65,2,1,7,2016,41.21780581843673,10,2023,8,3,August,Moyen (80-150 m²),Economy,Market Standard
ANO001225,2024-02-22,Appartement 105m² Ville Nouvelle,fès,ville nouvelle,appartement,vente,412837.68,105.5,2,1,2,1999,3913.15336492891,27,2024,2,1,February,Moyen (80-150 m²),Medium,Market Standard
ANO001178,2024-03-29,Villa moderne Marrakech,marrakech,inconnu,villa,location,12515.4,241.73,5,2,0,2008,51.77429363339263,18,2024,3,1,March,Grand (> 150 m²),Economy,Market Standard
ANO001378,2023-09-13,Villa à vente - Fès,fès,zouagha,villa,vente,6003431.9,335.63,5,3,0,2019,17887.053898638384,7,2023,9,3,September,Grand (> 150 m²),Luxury,Market Standard
